Date,Num_Children,Food_Remaining,Daily_Need,Food_Used,Donation_Amount,Expense_Total,Budget_Left,Food_Shortage,Suggested_Purchase,Quantity_To_Buy,Estimated_Cost,Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child,Cost_Per_Child,Food_Shortage_Per_Child,Remaining_Days_Covered,Emergency_Flag,Medical_Flag,High_Utility_Cost
2017-02-01,89,29,89,28,34852,61406,-26554,60,Maize Flour,60,119400,None,Flu,10266,Water,22202,6,Check food/donations,0.31,391.6,-298.36,1054.76,0.67,0.33,0,1,0
2012-11-16,68,89,68,31,18471,53587,-35116,0,None,0,0,Power Outage,Flu,17455,Water,33405,10,Check food/donations,0.46,271.63,-516.41,1535.99,0.0,1.31,1,1,1
2005-05-22,72,77,72,13,5117,20837,-15720,0,None,0,0,None,Diarrhea,12158,Water,40952,10,Check food/donations,0.18,71.07,-218.33,1027.04,0.0,1.07,0,1,1
2010-01-13,69,45,69,28,146782,54168,92614,24,Beans,24,37608,None,Diarrhea,21641,Gas,38844,3,Check food/donations,0.41,2127.28,1342.23,1661.64,0.35,0.65,0,1,1
2018-06-09,51,31,51,30,75652,115125,-39473,20,Maize Flour,20,36260,None,Fever,25631,Gas,23160,4,Check food/donations,0.59,1483.37,-773.98,3214.04,0.39,0.61,0,1,0
2008-04-14,22,22,22,12,89817,68399,21418,0,None,0,0,Sickness,Malaria,23782,Internet,27576,7,Stable,0.55,4082.59,973.55,5443.5,0.0,1.0,1,1,0
2016-02-03,56,18,56,9,39103,37506,1597,38,Rice,38,72352,None,Malaria,5475,Internet,44100,5,Check food/donations,0.16,698.27,28.52,1555.02,0.68,0.32,0,1,1
2013-01-03,49,41,49,20,74337,32499,41838,8,Rice,8,13544,None,Flu,15179,Gas,27473,5,Check food/donations,0.41,1517.08,853.84,1533.69,0.16,0.84,0,1,0
2004-02-04,45,18,45,13,93038,90527,2511,27,Rice,27,53352,None,None,0,Internet,38457,6,Check food/donations,0.29,2067.51,55.8,2866.31,0.6,0.4,0,0,1
2012-03-31,37,58,37,16,33846,27708,6138,0,None,0,0,Power Outage,Diarrhea,13079,Internet,34649,7,Stable,0.43,914.76,165.89,2038.81,0.0,1.57,1,1,1
2003-02-16,72,87,72,28,6278,25314,-19036,0,None,0,0,None,Malaria,22387,Internet,26881,9,Check food/donations,0.39,87.19,-264.39,1035.86,0.0,1.21,0,1,0
1999-03-07,72,77,72,34,23390,36342,-12952,0,None,0,0,Water Shortage,Malaria,9039,Internet,21486,6,Check food/donations,0.47,324.86,-179.89,928.71,0.0,1.07,1,1,0
2000-07-21,39,65,39,17,53163,54361,-1198,0,None,0,0,None,None,0,Internet,13221,7,Check food/donations,0.44,1363.15,-30.72,1732.87,0.0,1.67,0,0,0
2003-08-23,96,43,96,17,84036,36649,47387,53,Maize Flour,53,86125,None,Flu,3591,Electricity,37109,3,Check food/donations,0.18,875.38,493.61,805.72,0.55,0.45,0,1,1
2015-08-14,37,63,37,26,5194,23744,-18550,0,None,0,0,Fire,Malaria,21312,Electricity,21236,7,Check food/donations,0.7,140.38,-501.35,1791.68,0.0,1.7,1,1,0
2016-06-10,49,36,49,35,92210,53493,38717,13,Beans,13,20930,None,Fever,21191,Internet,16262,10,Check food/donations,0.71,1881.84,790.14,1856.04,0.27,0.73,0,1,0
2005-02-26,83,36,83,17,98835,59775,39060,47,Vegetables,47,87373,None,Fever,3079,Water,40348,8,Check food/donations,0.2,1190.78,470.6,1243.4,0.57,0.43,0,1,1
2015-01-04,27,10,27,7,25809,105622,-79813,17,Rice,17,33898,None,None,0,Internet,47565,6,Check food/donations,0.26,955.89,-2956.04,5673.59,0.63,0.37,0,0,1
2020-07-30,43,80,43,8,77583,81000,-3417,0,None,0,0,Sickness,Flu,21352,Internet,46271,5,Check food/donations,0.19,1804.26,-79.47,3456.35,0.0,1.86,1,1,1
2011-05-04,37,81,37,15,139550,52097,87453,0,None,0,0,None,Diarrhea,25638,Water,15321,8,Stable,0.41,3771.62,2363.59,2515.03,0.0,2.19,0,1,0
2014-01-29,22,93,22,7,28737,23158,5579,0,None,0,0,Sickness,None,0,Gas,32925,10,Stable,0.32,1306.23,253.59,2549.23,0.0,4.23,1,0,1
2000-08-16,31,80,31,31,142169,108808,33361,0,None,0,0,Fire,Fever,29707,Water,13663,3,Stable,1.0,4586.1,1076.16,4908.97,0.0,2.58,1,1,0
2010-06-22,35,97,35,33,30082,69372,-39290,0,None,0,0,None,Fever,10791,Internet,47543,7,Check food/donations,0.94,859.49,-1122.57,3648.74,0.0,2.77,0,1,1
2004-04-06,55,38,55,29,6,73701,-73695,17,Maize Flour,17,30549,None,Diarrhea,15977,Water,24814,7,Check food/donations,0.53,0.11,-1339.91,2081.67,0.31,0.69,0,1,0
2018-07-20,43,57,43,31,36625,93406,-56781,0,None,0,0,None,Diarrhea,157,Water,13765,8,Check food/donations,0.72,851.74,-1320.49,2496.0,0.0,1.33,0,1,0
2012-11-30,96,26,96,21,59026,98484,-39458,70,Maize Flour,70,123830,Power Outage,Flu,7401,Water,30693,8,Check food/donations,0.22,614.85,-411.02,1422.69,0.73,0.27,1,1,1
2001-05-15,57,57,57,38,39492,117680,-78188,0,None,0,0,None,Fever,2244,Gas,23469,9,Check food/donations,0.67,692.84,-1371.72,2515.67,0.0,1.0,0,1,0
2020-09-04,42,30,42,17,4767,111136,-106369,12,Maize Flour,12,20604,None,Malaria,21984,Water,23918,7,Check food/donations,0.4,113.5,-2532.6,3739.0,0.29,0.71,0,1,0
2001-08-19,23,52,23,15,93347,92569,778,0,None,0,0,None,Fever,21488,Electricity,15512,8,Stable,0.65,4058.57,33.83,5633.43,0.0,2.26,0,1,0
2010-02-27,56,97,56,36,57273,44278,12995,0,None,0,0,Sickness,Malaria,39,Electricity,40554,9,Stable,0.64,1022.73,232.05,1515.55,0.0,1.73,1,1,1
2000-07-30,50,22,50,21,19269,31602,-12333,28,Vegetables,28,45668,None,Flu,6120,Water,29961,9,Check food/donations,0.42,385.38,-246.66,1353.66,0.56,0.44,0,1,0
2012-06-03,64,67,64,26,41352,105286,-63934,0,None,0,0,None,Malaria,25928,Water,13519,8,Check food/donations,0.41,646.12,-998.97,2261.45,0.0,1.05,0,1,0
2019-08-04,95,75,95,7,962,38286,-37324,20,Vegetables,20,36420,None,Flu,15586,Internet,29143,10,Check food/donations,0.07,10.13,-392.88,873.84,0.21,0.79,0,1,0
1999-06-26,41,96,41,29,39779,24129,15650,0,None,0,0,None,Malaria,20912,Gas,32902,7,Stable,0.71,970.22,381.71,1901.05,0.0,2.34,0,1,1
2004-01-03,97,94,97,7,23971,69040,-45069,3,Beans,3,5754,None,Diarrhea,11363,Gas,11002,10,Check food/donations,0.07,247.12,-464.63,942.32,0.03,0.97,0,1,0
1999-08-17,73,16,73,12,147008,44445,102563,57,Maize Flour,57,86013,None,Diarrhea,18614,Internet,21152,10,Check food/donations,0.16,2013.81,1404.97,1153.58,0.78,0.22,0,1,0
1999-10-28,91,67,91,17,89509,55203,34306,24,Maize Flour,24,39816,None,None,0,Electricity,18779,7,Check food/donations,0.19,983.62,376.99,812.99,0.26,0.74,0,0,0
2005-03-05,100,33,100,11,20747,47432,-26685,67,Vegetables,67,120064,None,Malaria,15649,Water,27674,9,Check food/donations,0.11,207.47,-266.85,907.55,0.67,0.33,0,1,0
2016-08-04,98,94,98,18,23465,52535,-29070,4,Beans,4,7796,None,Fever,15062,Water,16656,5,Check food/donations,0.18,239.44,-296.63,859.72,0.04,0.96,0,1,0
2011-12-21,30,14,30,14,8710,63071,-54361,16,Beans,16,27184,Power Outage,Flu,6224,Internet,41811,4,Check food/donations,0.47,290.33,-1812.03,3703.53,0.53,0.47,1,1,1
2011-07-19,88,23,88,13,94589,20099,74490,65,Maize Flour,65,113555,Sickness,Fever,20140,Electricity,16545,7,Check food/donations,0.15,1074.88,846.48,645.27,0.74,0.26,1,1,0
1999-10-12,46,83,46,6,70624,59731,10893,0,None,0,0,Power Outage,None,0,Gas,34996,6,Stable,0.13,1535.3,236.8,2059.28,0.0,1.8,1,0,1
2003-02-11,66,81,66,21,57082,117009,-59927,0,None,0,0,None,Diarrhea,12084,Electricity,28480,3,Check food/donations,0.32,864.88,-907.98,2387.47,0.0,1.23,0,1,0
2016-09-19,39,80,39,19,76875,108780,-31905,0,None,0,0,Sickness,Flu,15053,Water,25486,6,Check food/donations,0.49,1971.15,-818.08,3828.69,0.0,2.05,1,1,0
2017-02-05,43,31,43,12,95880,58683,37197,12,Rice,12,18768,None,Flu,22585,Internet,33208,10,Check food/donations,0.28,2229.77,865.05,2662.23,0.28,0.72,0,1,1
2002-07-15,59,10,59,5,79559,83059,-3500,49,Beans,49,84868,Sickness,Diarrhea,26620,Water,16949,9,Check food/donations,0.08,1348.46,-59.32,2146.24,0.83,0.17,1,1,0
2011-08-23,80,99,80,37,101458,63500,37958,0,None,0,0,None,Fever,20436,Water,46965,6,Stable,0.46,1268.22,474.48,1636.26,0.0,1.24,0,1,1
2013-03-18,38,44,38,21,115879,103839,12040,0,None,0,0,Water Shortage,Diarrhea,17728,Internet,11943,10,Stable,0.55,3049.45,316.84,3513.42,0.0,1.16,1,1,0
2010-07-09,42,22,42,9,30209,104791,-74582,20,Rice,20,39960,None,Fever,813,Internet,29211,8,Check food/donations,0.21,719.26,-1775.76,3209.88,0.48,0.52,0,1,0
2010-03-02,72,90,72,36,103647,92621,11026,0,None,0,0,None,None,0,Gas,27939,7,Stable,0.5,1439.54,153.14,1674.44,0.0,1.25,0,0,0
2001-01-27,40,28,40,21,148613,41161,107452,12,Maize Flour,12,21096,None,Flu,8994,Gas,10980,8,Check food/donations,0.53,3715.32,2686.3,1528.38,0.3,0.7,0,1,0
2020-01-22,77,60,77,32,14347,114576,-100229,17,Vegetables,17,25551,Fire,Flu,2191,Gas,23856,4,Check food/donations,0.42,186.32,-1301.68,1826.27,0.22,0.78,1,1,0
2003-09-06,84,26,84,22,40459,79084,-38625,58,Vegetables,58,99354,None,None,0,Water,36621,6,Check food/donations,0.26,481.65,-459.82,1377.44,0.69,0.31,0,0,1
2004-12-19,22,85,22,40,101186,54338,46848,0,None,0,0,None,Fever,8365,Water,14046,10,Stable,1.82,4599.36,2129.45,3488.59,0.0,3.86,0,1,0
2019-03-18,91,85,91,6,5770,105641,-99871,6,Maize Flour,6,10530,None,Diarrhea,28816,Gas,29879,4,Check food/donations,0.07,63.41,-1097.48,1805.89,0.07,0.93,0,1,0
2016-10-05,28,97,28,26,120032,101592,18440,0,None,0,0,None,Diarrhea,24889,Gas,25803,5,Stable,0.93,4286.86,658.57,5438.71,0.0,3.46,0,1,0
2015-02-22,57,51,57,21,23984,111910,-87926,6,Vegetables,6,11274,None,Malaria,26651,Water,40539,5,Check food/donations,0.37,420.77,-1542.56,3142.11,0.11,0.89,0,1,1
2018-04-11,59,71,59,10,14004,53865,-39861,0,None,0,0,None,None,0,Internet,10242,9,Check food/donations,0.17,237.36,-675.61,1086.56,0.0,1.2,0,0,0
2008-05-14,50,59,50,38,38685,98612,-59927,0,None,0,0,Water Shortage,None,0,Internet,27994,3,Check food/donations,0.76,773.7,-1198.54,2532.12,0.0,1.18,1,0,0
2005-07-17,20,95,20,38,105095,99869,5226,0,None,0,0,None,Diarrhea,11758,Electricity,15894,10,Stable,1.9,5254.75,261.3,6376.05,0.0,4.75,0,1,0
2008-07-16,43,99,43,16,131988,97303,34685,0,None,0,0,None,Flu,2898,Gas,27145,9,Stable,0.37,3069.49,806.63,2961.53,0.0,2.3,0,1,0
2019-11-24,58,79,58,12,145253,68179,77074,0,None,0,0,None,Flu,1635,Internet,22551,6,Stable,0.21,2504.36,1328.86,1592.5,0.0,1.36,0,1,0
2020-07-19,90,19,90,16,88191,32849,55342,71,Rice,71,115162,None,Flu,10429,Water,11191,8,Check food/donations,0.18,979.9,614.91,605.21,0.79,0.21,0,1,0
2011-02-23,20,12,20,7,47681,56675,-8994,8,Rice,8,15712,Power Outage,Diarrhea,23877,Gas,23541,10,Check food/donations,0.35,2384.05,-449.7,5204.65,0.4,0.6,1,1,0
2004-08-02,36,32,36,26,45773,71860,-26087,4,Rice,4,7404,None,None,0,Electricity,39717,10,Check food/donations,0.72,1271.47,-724.64,3099.36,0.11,0.89,0,0,1
2019-09-28,31,47,31,5,64327,78362,-14035,0,None,0,0,Power Outage,Fever,22301,Water,30013,10,Check food/donations,0.16,2075.06,-452.74,4215.35,0.0,1.52,1,1,1
2003-06-25,69,78,69,5,53279,103595,-50316,0,None,0,0,Sickness,None,0,Gas,22724,6,Check food/donations,0.07,772.16,-729.22,1830.71,0.0,1.13,1,0,0
2008-08-10,49,95,49,38,60603,64537,-3934,0,None,0,0,None,Malaria,5120,Gas,45474,3,Check food/donations,0.78,1236.8,-80.29,2349.61,0.0,1.94,0,1,1
2018-05-24,56,48,56,37,143971,66822,77149,8,Vegetables,8,14192,None,None,0,Internet,32359,5,Check food/donations,0.66,2570.91,1377.66,1771.09,0.14,0.86,0,0,1
2000-06-09,76,77,76,11,72362,115202,-42840,0,None,0,0,None,Fever,12647,Water,44189,7,Check food/donations,0.14,952.13,-563.68,2263.66,0.0,1.01,0,1,1
2005-02-20,73,30,73,30,24726,99859,-75133,43,Vegetables,43,67811,None,Malaria,10281,Internet,25972,3,Check food/donations,0.41,338.71,-1029.22,1864.55,0.59,0.41,0,1,0
2008-06-07,31,80,31,8,132751,105806,26945,0,None,0,0,None,Flu,7214,Gas,25604,5,Stable,0.26,4282.29,869.19,4471.74,0.0,2.58,0,1,0
2011-05-19,48,41,48,35,74983,87318,-12335,7,Rice,7,13104,None,Fever,15743,Gas,48311,8,Check food/donations,0.73,1562.15,-256.98,3153.58,0.15,0.85,0,1,1
2015-01-20,42,88,42,9,84960,111853,-26893,0,None,0,0,None,Flu,7995,Water,11759,6,Check food/donations,0.21,2022.86,-640.31,3133.5,0.0,2.1,0,1,0
2000-04-02,60,57,60,31,112626,75841,36785,3,Maize Flour,3,4863,Water Shortage,Malaria,14246,Electricity,48063,7,Check food/donations,0.52,1877.1,613.08,2302.5,0.05,0.95,1,1,1
2018-07-30,28,98,28,40,35951,63928,-27977,0,None,0,0,Power Outage,Malaria,19147,Internet,17103,8,Check food/donations,1.43,1283.96,-999.18,3577.79,0.0,3.5,1,1,0
2019-07-09,57,44,57,36,18716,24938,-6222,13,Beans,13,22100,None,Diarrhea,29996,Internet,26837,8,Check food/donations,0.63,328.35,-109.16,1434.58,0.23,0.77,0,1,0
2019-11-26,59,51,59,37,114961,66666,48295,8,Maize Flour,8,12864,None,Flu,22821,Electricity,46353,5,Check food/donations,0.63,1948.49,818.56,2302.37,0.14,0.86,0,1,1
2003-05-27,30,77,30,29,6193,112283,-106090,0,None,0,0,Sickness,Malaria,6644,Electricity,27141,9,Check food/donations,0.97,206.43,-3536.33,4868.93,0.0,2.57,1,1,0
2002-04-18,92,36,92,31,49639,93724,-44085,56,Rice,56,106680,None,Diarrhea,6441,Water,34980,9,Check food/donations,0.34,539.55,-479.18,1468.97,0.61,0.39,0,1,1
2001-03-07,54,17,54,7,75696,94119,-18423,37,Maize Flour,37,70818,None,None,0,Electricity,18785,3,Check food/donations,0.13,1401.78,-341.17,2090.81,0.69,0.31,0,0,0
2018-11-11,34,32,34,10,73016,119673,-46657,2,Beans,2,3038,Power Outage,Flu,27641,Water,10438,8,Check food/donations,0.29,2147.53,-1372.26,4639.76,0.06,0.94,1,1,0
1999-02-02,23,57,23,10,136101,63478,72623,0,None,0,0,None,Malaria,9539,Internet,24486,10,Stable,0.43,5917.43,3157.52,4239.26,0.0,2.48,0,1,0
2009-09-15,69,69,69,17,7364,52872,-45508,0,None,0,0,None,Malaria,885,Internet,30038,6,Check food/donations,0.25,106.72,-659.54,1214.42,0.0,1.0,0,1,1
2004-08-10,21,13,21,5,70627,25467,45160,8,Vegetables,8,14768,Sickness,None,0,Electricity,47282,9,Check food/donations,0.24,3363.19,2150.48,3464.24,0.38,0.62,1,0,1
2009-09-17,30,87,30,13,43945,87832,-43887,0,None,0,0,Power Outage,None,0,Water,31240,8,Check food/donations,0.43,1464.83,-1462.9,3969.07,0.0,2.9,1,0,1
2001-05-07,28,54,28,39,99258,43147,56111,0,None,0,0,None,Malaria,4822,Water,47178,4,Stable,1.39,3544.93,2003.96,3398.11,0.0,1.93,0,1,1
2020-05-13,80,16,80,14,59860,45068,14792,64,Maize Flour,64,110208,None,Fever,7148,Internet,30136,8,Check food/donations,0.17,748.25,184.9,1029.4,0.8,0.2,0,1,1
2017-10-25,97,43,97,13,940,31405,-30465,54,Maize Flour,54,96606,None,Diarrhea,14073,Electricity,36202,7,Check food/donations,0.13,9.69,-314.07,842.06,0.56,0.44,0,1,1
2010-06-24,58,75,58,21,100594,98117,2477,0,None,0,0,None,Flu,19067,Water,18596,3,Stable,0.36,1734.38,42.71,2341.03,0.0,1.29,0,1,0
2016-03-16,78,36,78,28,1367,71136,-69769,42,Rice,42,71652,None,Flu,22123,Internet,34313,4,Check food/donations,0.36,17.53,-894.47,1635.54,0.54,0.46,0,1,1
1999-10-23,86,92,86,24,15870,53666,-37796,0,None,0,0,None,Diarrhea,15365,Internet,30616,6,Check food/donations,0.28,184.53,-439.49,1158.69,0.0,1.07,0,1,1
2000-10-04,92,35,92,21,67,54609,-54542,57,Vegetables,57,104253,Power Outage,Fever,28161,Internet,17933,7,Check food/donations,0.23,0.73,-592.85,1094.6,0.62,0.38,1,1,0
2010-02-18,79,62,79,11,110139,68229,41910,17,Beans,17,28101,None,Fever,10117,Gas,36536,8,Check food/donations,0.14,1394.16,530.51,1454.2,0.22,0.78,0,1,1
2013-12-08,75,48,75,23,834,59077,-58243,27,Beans,27,41283,None,Flu,2171,Electricity,37439,7,Check food/donations,0.31,11.12,-776.57,1315.83,0.36,0.64,0,1,1
2004-05-24,90,76,90,33,27772,65933,-38161,14,Rice,14,26936,None,Flu,4964,Gas,27295,7,Check food/donations,0.37,308.58,-424.01,1091.02,0.16,0.84,0,1,0
2004-04-09,35,97,35,15,130208,68411,61797,0,None,0,0,None,None,0,Gas,46887,7,Stable,0.43,3720.23,1765.63,3294.23,0.0,2.77,0,0,1
1999-08-07,37,60,37,21,69817,55200,14617,0,None,0,0,Power Outage,Fever,10163,Water,40846,6,Stable,0.57,1886.95,395.05,2870.51,0.0,1.62,1,1,1
2015-02-10,78,68,78,13,123753,22016,101737,10,Maize Flour,10,19430,None,Diarrhea,5212,Water,43657,3,Check food/donations,0.17,1586.58,1304.32,908.78,0.13,0.87,0,1,1
2002-11-28,22,28,22,6,82833,116847,-34014,0,None,0,0,None,Diarrhea,19169,Internet,34327,5,Check food/donations,0.27,3765.14,-1546.09,7742.86,0.0,1.27,0,1,1
2013-03-08,29,74,29,33,77246,21349,55897,0,None,0,0,None,Flu,29206,Electricity,30520,6,Stable,1.14,2663.66,1927.48,2795.69,0.0,2.55,0,1,1
1999-07-20,95,55,95,18,108355,108181,174,40,Maize Flour,40,66400,None,None,0,Water,44124,3,Check food/donations,0.19,1140.58,1.83,1603.21,0.42,0.58,0,0,1
2016-04-24,71,84,71,5,70369,58984,11385,0,None,0,0,None,None,0,Internet,17180,7,Stable,0.07,991.11,160.35,1072.73,0.0,1.18,0,0,0
2012-05-02,50,85,50,14,33906,46450,-12544,0,None,0,0,None,None,0,Electricity,14510,7,Check food/donations,0.28,678.12,-250.88,1219.2,0.0,1.7,0,0,0
2002-02-06,98,94,98,25,132383,29141,103242,4,Maize Flour,4,6852,None,None,0,Gas,20001,4,Check food/donations,0.26,1350.85,1053.49,501.45,0.04,0.96,0,0,0
2003-01-29,48,72,48,17,78502,116390,-37888,0,None,0,0,None,Fever,11343,Water,28918,5,Check food/donations,0.35,1635.46,-789.33,3263.56,0.0,1.5,0,1,0
2019-08-29,83,20,83,7,4683,112045,-107362,63,Beans,63,124614,Power Outage,Malaria,13833,Internet,15748,3,Check food/donations,0.08,56.42,-1293.52,1706.34,0.76,0.24,1,1,0
2003-10-30,65,84,65,13,63221,47572,15649,0,None,0,0,None,Fever,11167,Water,23940,5,Stable,0.2,972.63,240.75,1271.98,0.0,1.29,0,1,0
2003-09-04,75,34,75,13,94121,98228,-4107,41,Beans,41,62238,Water Shortage,Fever,3284,Electricity,12036,9,Check food/donations,0.17,1254.95,-54.76,1513.97,0.55,0.45,1,1,0
2012-02-04,55,100,55,25,75897,69279,6618,0,None,0,0,None,Malaria,4350,Water,10027,9,Stable,0.45,1379.95,120.33,1521.02,0.0,1.82,0,1,0
2020-10-26,91,51,91,21,104902,101722,3180,40,Vegetables,40,62640,Water Shortage,Diarrhea,27928,Internet,12806,8,Check food/donations,0.23,1152.77,34.95,1565.45,0.44,0.56,1,1,0
2000-02-15,22,51,22,13,12521,41004,-28483,0,None,0,0,None,Diarrhea,26304,Water,24000,4,Check food/donations,0.59,569.14,-1294.68,4150.36,0.0,2.32,0,1,0
2013-04-25,96,52,96,9,32692,50786,-18094,44,Beans,44,77968,Water Shortage,None,0,Water,26019,6,Check food/donations,0.09,340.54,-188.48,800.05,0.46,0.54,1,0,0
2001-03-17,98,89,98,30,3297,28535,-25238,9,Vegetables,9,15759,None,Fever,18816,Internet,26828,4,Check food/donations,0.31,33.64,-257.53,756.93,0.09,0.91,0,1,0
2019-03-07,51,68,51,24,107544,44860,62684,0,None,0,0,None,Fever,22399,Gas,16638,10,Stable,0.47,2108.71,1229.1,1645.04,0.0,1.33,0,1,0
2013-09-02,67,78,67,33,97561,34286,63275,0,None,0,0,None,Diarrhea,21286,Gas,47854,8,Stable,0.49,1456.13,944.4,1543.67,0.0,1.16,0,1,1
2019-06-17,97,56,97,16,31415,100903,-69488,41,Vegetables,41,65641,None,Malaria,21478,Electricity,48760,7,Check food/donations,0.16,323.87,-716.37,1764.34,0.42,0.58,0,1,1
2012-05-08,96,87,96,21,87636,49620,38016,9,Vegetables,9,14553,None,Diarrhea,20112,Gas,24374,5,Check food/donations,0.22,912.88,396.0,980.27,0.09,0.91,0,1,0
2001-07-13,48,78,48,40,79720,99094,-19374,0,None,0,0,None,Diarrhea,7475,Electricity,32206,9,Check food/donations,0.83,1660.83,-403.62,2891.15,0.0,1.62,0,1,1
2019-05-09,26,30,26,18,86555,84311,2244,0,None,0,0,None,Flu,12423,Internet,10154,3,Stable,0.69,3329.04,86.31,4111.08,0.0,1.15,0,1,0
2001-11-12,74,94,74,37,94646,29435,65211,0,None,0,0,None,Fever,13690,Internet,30295,8,Stable,0.5,1279.0,881.23,992.16,0.0,1.27,0,1,1
2004-06-10,88,78,88,7,102423,85538,16885,10,Rice,10,17370,None,Diarrhea,24796,Electricity,25627,7,Check food/donations,0.08,1163.9,191.88,1545.01,0.11,0.89,0,1,0
2012-12-29,33,13,33,11,18949,60335,-41386,20,Rice,20,39360,None,Fever,21469,Gas,43880,6,Check food/donations,0.33,574.21,-1254.12,3808.61,0.61,0.39,0,1,1
2009-04-19,58,38,58,6,56540,99464,-42924,20,Rice,20,37260,Water Shortage,None,0,Internet,47787,5,Check food/donations,0.1,974.83,-740.07,2538.81,0.34,0.66,1,0,1
2013-01-04,66,85,66,39,87736,115185,-27449,0,None,0,0,Power Outage,Malaria,18135,Internet,38864,4,Check food/donations,0.59,1329.33,-415.89,2608.85,0.0,1.29,1,1,1
2017-11-23,58,15,58,11,133154,34376,98778,43,Vegetables,43,66951,Fire,Diarrhea,27054,Gas,11080,10,Check food/donations,0.19,2295.76,1703.07,1250.17,0.74,0.26,1,1,0
2010-07-23,67,35,67,21,86742,107072,-20330,32,Maize Flour,32,61760,None,Flu,26084,Internet,24519,5,Check food/donations,0.31,1294.66,-303.43,2353.36,0.48,0.52,0,1,0
2011-05-17,87,43,87,33,114098,118114,-4016,44,Vegetables,44,87956,Power Outage,None,0,Gas,47037,5,Check food/donations,0.38,1311.47,-46.16,1898.29,0.51,0.49,1,0,1
2006-09-09,23,58,23,37,103735,46790,56945,0,None,0,0,None,Flu,13143,Water,25921,3,Stable,1.61,4510.22,2475.87,3732.78,0.0,2.52,0,1,0
2007-03-23,86,28,86,5,37949,70625,-32676,58,Maize Flour,58,112346,None,Diarrhea,7701,Internet,19715,8,Check food/donations,0.06,441.27,-379.95,1140.01,0.67,0.33,0,1,0
2015-06-11,69,24,69,21,144998,116506,28492,45,Beans,45,88110,None,None,0,Gas,14368,8,Check food/donations,0.3,2101.42,412.93,1896.72,0.65,0.35,0,0,0
2010-01-17,27,19,27,8,98071,55966,42105,8,Beans,8,13032,None,Flu,26571,Gas,10735,3,Check food/donations,0.3,3632.26,1559.44,3454.52,0.3,0.7,0,1,0
2014-09-05,30,76,30,15,123837,36775,87062,0,None,0,0,None,Fever,6619,Electricity,29789,6,Stable,0.5,4127.9,2902.07,2439.43,0.0,2.53,0,1,0
2011-06-26,25,97,25,5,54242,113677,-59435,0,None,0,0,Sickness,None,0,Electricity,13457,10,Check food/donations,0.2,2169.68,-2377.4,5085.36,0.0,3.88,1,0,0
2010-01-21,88,99,88,13,109477,45741,63736,0,None,0,0,Power Outage,Flu,22389,Gas,15724,6,Stable,0.15,1244.06,724.27,952.89,0.0,1.12,1,1,0
2007-02-17,41,63,41,16,17318,24000,-6682,0,None,0,0,None,Fever,24693,Water,16496,6,Check food/donations,0.39,422.39,-162.98,1589.98,0.0,1.54,0,1,0
2014-04-02,73,15,73,6,26959,109809,-82850,58,Rice,58,104342,None,Diarrhea,5429,Gas,25390,7,Check food/donations,0.08,369.3,-1134.93,1926.41,0.79,0.21,0,1,0
2016-04-07,68,98,68,34,93890,80907,12983,0,None,0,0,None,None,0,Electricity,39747,8,Stable,0.5,1380.74,190.93,1774.32,0.0,1.44,0,0,1
2019-08-01,57,45,57,14,98584,106366,-7782,12,Beans,12,19596,None,Fever,1843,Gas,15152,4,Check food/donations,0.25,1729.54,-136.53,2164.23,0.21,0.79,0,1,0
2012-08-29,97,60,97,7,122709,48043,74666,37,Vegetables,37,60569,None,Diarrhea,4325,Internet,15231,5,Check food/donations,0.07,1265.04,769.75,696.9,0.38,0.62,0,1,0
2019-07-12,42,97,42,27,59644,97389,-37745,0,None,0,0,None,Malaria,27028,Water,10058,4,Check food/donations,0.64,1420.1,-898.69,3201.79,0.0,2.31,0,1,0
2010-11-24,22,74,22,7,64498,86260,-21762,0,None,0,0,None,Malaria,25269,Internet,39590,8,Check food/donations,0.32,2931.73,-989.18,6869.05,0.0,3.36,0,1,1
2016-09-08,79,82,79,25,57197,62843,-5646,0,None,0,0,None,Fever,28181,Internet,42210,6,Check food/donations,0.32,724.01,-71.47,1686.51,0.0,1.04,0,1,1
2017-08-01,83,71,83,10,47110,116381,-69271,12,Beans,12,22740,Fire,Flu,26539,Electricity,28710,10,Check food/donations,0.12,567.59,-834.59,2067.83,0.14,0.86,1,1,0
2010-10-06,62,22,62,21,67683,98320,-30637,40,Maize Flour,40,67640,Sickness,Fever,1299,Gas,43417,3,Check food/donations,0.34,1091.66,-494.15,2307.03,0.65,0.35,1,1,1
2009-04-12,65,100,65,28,125559,35596,89963,0,None,0,0,None,Diarrhea,7752,Electricity,15433,8,Stable,0.43,1931.68,1384.05,904.32,0.0,1.54,0,1,0
2001-03-06,91,99,91,22,10806,81096,-70290,0,None,0,0,None,Malaria,13846,Water,13819,8,Check food/donations,0.24,118.75,-772.42,1195.18,0.0,1.09,0,1,0
2009-07-10,35,64,35,17,9223,84023,-74800,0,None,0,0,None,None,0,Gas,18802,3,Check food/donations,0.49,263.51,-2137.14,2937.86,0.0,1.83,0,0,0
