Date,Num_Children,Food_Remaining (kg),Daily_Need (kg),Food_Used (kg),Donation_Amount (Tsh),Expense_Total (Tsh),Budget_Left (Tsh),Food_Shortage (kg),Suggested_Purchase,Quantity_To_Buy,Estimated_Cost (Tsh),Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child
2002-03-18,70,24,70,16,95248,42535,52713,46,Rice,46,83306,Sickness,Diarrhea,5862,Internet,23835,6,Check food/donations,0.23,1360.69,753.04
2018-10-26,49,83,49,24,34964,72738,-37774,0,None,0,0,None,Flu,1453,Gas,11101,3,Check food/donations,0.49,713.55,-770.9
2008-10-21,21,67,21,8,27069,23280,3789,0,None,0,0,None,Flu,24781,Water,11346,5,Stable,0.38,1289.0,180.43
2018-12-14,100,83,100,14,131381,85876,45505,17,Maize Flour,17,31195,None,Diarrhea,12405,Water,41960,4,Check food/donations,0.14,1313.81,455.05
2000-10-05,32,16,32,13,147632,57503,90129,16,Vegetables,16,29552,None,Flu,2883,Water,35614,4,Check food/donations,0.41,4613.5,2816.53
2017-01-27,82,99,82,8,133405,79762,53643,0,None,0,0,None,Malaria,14355,Water,45030,10,Stable,0.1,1626.89,654.18
1999-11-07,32,50,32,8,12387,102883,-90496,0,None,0,0,None,Fever,23368,Water,48841,8,Check food/donations,0.25,387.09,-2828.0
2014-04-07,81,51,81,20,67719,61583,6136,30,Vegetables,30,51360,None,Diarrhea,14674,Gas,43166,5,Check food/donations,0.25,836.04,75.75
2020-04-03,90,26,90,12,55910,118525,-62615,64,Vegetables,64,122560,None,Malaria,24454,Internet,13874,3,Check food/donations,0.13,621.22,-695.72
2013-10-06,34,38,34,32,124601,33137,91464,0,None,0,0,None,Flu,28386,Electricity,22740,8,Stable,0.94,3664.74,2690.12
2008-07-31,79,29,79,13,34940,31363,3577,50,Beans,50,86100,Water Shortage,Flu,17761,Internet,13979,10,Check food/donations,0.16,442.28,45.28
2002-05-21,38,26,38,26,95268,102078,-6810,12,Maize Flour,12,21168,None,Diarrhea,3879,Electricity,43708,7,Check food/donations,0.68,2507.05,-179.21
2005-05-29,94,41,94,35,40705,103794,-63089,53,Vegetables,53,99534,None,Diarrhea,10332,Water,18825,5,Check food/donations,0.37,433.03,-671.16
1999-02-27,58,29,58,8,109916,33663,76253,29,Beans,29,54288,None,None,0,Water,43811,8,Check food/donations,0.14,1895.1,1314.71
2005-11-14,96,91,96,40,74849,90354,-15505,5,Rice,5,9915,None,None,0,Internet,14072,8,Check food/donations,0.42,779.68,-161.51
2017-09-10,49,46,49,26,134588,98372,36216,3,Rice,3,4995,Power Outage,Flu,12085,Gas,47157,10,Check food/donations,0.53,2746.69,739.1
2001-05-18,54,82,54,16,60094,32018,28076,0,None,0,0,None,Diarrhea,7279,Gas,10789,7,Stable,0.3,1112.85,519.93
2013-11-18,63,35,63,34,116005,52563,63442,28,Rice,28,53536,None,None,0,Water,21376,6,Check food/donations,0.54,1841.35,1007.02
2013-06-16,99,93,99,27,38786,85312,-46526,6,Rice,6,9504,Sickness,Fever,25235,Water,46700,7,Check food/donations,0.27,391.78,-469.96
2009-06-03,87,15,87,14,1496,37394,-35898,72,Vegetables,72,136728,None,Diarrhea,25620,Internet,21722,3,Check food/donations,0.16,17.2,-412.62
2012-06-12,79,86,79,15,134574,98747,35827,0,None,0,0,None,Flu,8546,Electricity,49855,6,Stable,0.19,1703.47,453.51
2009-01-31,62,72,62,26,90873,89191,1682,0,None,0,0,None,Diarrhea,10727,Water,37975,7,Stable,0.42,1465.69,27.13
2001-04-10,99,88,99,10,42215,59721,-17506,11,Maize Flour,11,17633,None,Fever,15281,Water,16119,7,Check food/donations,0.1,426.41,-176.83
2020-04-16,31,23,31,16,147546,72265,75281,8,Vegetables,8,15024,None,Fever,8871,Gas,12753,10,Check food/donations,0.52,4759.55,2428.42
2005-12-16,72,88,72,19,76736,47061,29675,0,None,0,0,None,Flu,13270,Water,27395,7,Stable,0.26,1065.78,412.15
2016-09-21,43,36,43,8,30401,63535,-33134,7,Rice,7,13713,None,Flu,28788,Gas,45823,7,Check food/donations,0.19,707.0,-770.56
2005-03-30,47,57,47,40,56655,43868,12787,0,None,0,0,None,Malaria,20082,Gas,44604,10,Stable,0.85,1205.43,272.06
2010-01-06,29,89,29,13,128284,100480,27804,0,None,0,0,Sickness,Diarrhea,29052,Water,35930,6,Stable,0.45,4423.59,958.76
2015-01-06,64,60,64,28,131934,106120,25814,4,Rice,4,6432,None,None,0,Internet,31165,6,Check food/donations,0.44,2061.47,403.34
2004-06-24,44,96,44,26,33721,113836,-80115,0,None,0,0,None,Fever,24235,Electricity,10804,4,Check food/donations,0.59,766.39,-1820.8
2017-01-01,25,56,25,18,127100,52187,74913,0,None,0,0,None,None,0,Water,27902,5,Stable,0.72,5084.0,2996.52
2019-07-21,92,33,92,9,35435,94319,-58884,59,Vegetables,59,100536,None,Malaria,3748,Electricity,16061,5,Check food/donations,0.1,385.16,-640.04
2010-05-16,75,68,75,27,49461,25288,24173,7,Rice,7,12859,Water Shortage,Flu,10398,Water,38360,5,Check food/donations,0.36,659.48,322.31
2002-08-21,20,100,20,27,57304,37210,20094,0,None,0,0,None,Diarrhea,324,Internet,14926,10,Stable,1.35,2865.2,1004.7
2018-02-23,54,81,54,16,27291,34011,-6720,0,None,0,0,None,Diarrhea,18377,Gas,49174,5,Check food/donations,0.3,505.39,-124.44
2012-11-19,62,32,62,5,49278,80215,-30937,30,Rice,30,49530,None,Fever,26131,Water,17949,4,Check food/donations,0.08,794.81,-498.98
2007-10-23,20,83,20,7,137454,107684,29770,0,None,0,0,None,Flu,1857,Internet,18442,9,Stable,0.35,6872.7,1488.5
2000-09-12,68,13,68,5,85695,40601,45094,55,Beans,55,101310,None,Fever,20044,Water,23096,10,Check food/donations,0.07,1260.22,663.15
2011-12-22,89,58,89,35,88430,73061,15369,31,Maize Flour,31,56110,None,Malaria,21127,Electricity,31328,10,Check food/donations,0.39,993.6,172.69
2018-01-14,79,11,79,6,16743,20078,-3335,68,Maize Flour,68,110364,Fire,Malaria,20759,Water,44207,3,Check food/donations,0.08,211.94,-42.22
2018-09-04,50,38,50,11,99671,98801,870,12,Rice,12,23820,None,Diarrhea,4205,Electricity,33144,9,Check food/donations,0.22,1993.42,17.4
2014-06-28,89,95,89,19,116359,105828,10531,0,None,0,0,None,Flu,7788,Electricity,39501,8,Stable,0.21,1307.4,118.33
2016-02-09,97,14,97,10,26093,92052,-65959,83,Maize Flour,83,158364,Water Shortage,Flu,24028,Electricity,23605,3,Check food/donations,0.1,269.0,-679.99
2016-07-16,36,17,36,16,9600,84077,-74477,19,Rice,19,36176,Sickness,Diarrhea,8430,Electricity,17731,10,Check food/donations,0.44,266.67,-2068.81
2014-09-13,31,58,31,18,37039,82471,-45432,0,None,0,0,None,Fever,24820,Gas,23454,7,Check food/donations,0.58,1194.81,-1465.55
2003-10-11,79,35,79,29,122874,117474,5400,44,Rice,44,80520,None,Diarrhea,22370,Water,31128,3,Check food/donations,0.37,1555.37,68.35
2007-05-27,25,94,25,32,126613,79792,46821,0,None,0,0,None,Fever,22869,Water,13627,5,Stable,1.28,5064.52,1872.84
2017-08-27,23,43,23,28,17107,40840,-23733,0,None,0,0,None,Fever,3118,Gas,45997,10,Check food/donations,1.22,743.78,-1031.87
2015-04-10,39,65,39,13,111653,51332,60321,0,None,0,0,None,Fever,29820,Gas,19659,3,Stable,0.33,2862.9,1546.69
2019-06-22,84,19,84,10,50423,32956,17467,65,Maize Flour,65,101335,Water Shortage,Malaria,9012,Internet,37853,5,Check food/donations,0.12,600.27,207.94
2011-02-17,55,66,55,6,28466,21507,6959,0,None,0,0,None,Diarrhea,19786,Internet,28946,10,Stable,0.11,517.56,126.53
2000-06-25,96,21,96,8,55380,112627,-57247,75,Vegetables,75,140775,None,None,0,Gas,44126,5,Check food/donations,0.08,576.88,-596.32
2002-03-23,33,52,33,5,37534,25143,12391,0,None,0,0,None,Fever,7587,Electricity,44557,6,Stable,0.15,1137.39,375.48
2020-09-25,80,61,80,30,99798,49109,50689,19,Rice,19,33345,None,Malaria,15839,Internet,48597,9,Check food/donations,0.38,1247.47,633.61
2018-07-08,37,57,37,40,9280,27213,-17933,0,None,0,0,None,Fever,25934,Gas,42087,9,Check food/donations,1.08,250.81,-484.68
2009-07-05,29,53,29,36,73063,45909,27154,0,None,0,0,Power Outage,Flu,3417,Internet,14860,8,Stable,1.24,2519.41,936.34
2013-08-07,43,43,43,36,134424,27091,107333,0,None,0,0,None,Malaria,11155,Electricity,41696,6,Stable,0.84,3126.14,2496.12
2000-03-29,73,38,73,35,131359,86938,44421,35,Maize Flour,35,68320,Power Outage,Malaria,6849,Gas,24516,9,Check food/donations,0.48,1799.44,608.51
2015-01-13,95,74,95,20,52173,111141,-58968,21,Beans,21,36225,Power Outage,Flu,29582,Water,42690,4,Check food/donations,0.21,549.19,-620.72
2012-10-23,99,78,99,31,96298,32346,63952,21,Maize Flour,21,41811,None,Diarrhea,2368,Gas,32716,6,Check food/donations,0.31,972.71,645.98
2010-01-26,45,62,45,6,66577,112697,-46120,0,None,0,0,None,Diarrhea,3408,Internet,34792,7,Check food/donations,0.13,1479.49,-1024.89
1999-01-04,94,52,94,7,71886,80929,-9043,42,Maize Flour,42,79212,None,Malaria,29195,Electricity,48104,10,Check food/donations,0.07,764.74,-96.2
1999-05-02,24,65,24,8,44175,28720,15455,0,None,0,0,None,Fever,11113,Water,30688,8,Stable,0.33,1840.62,643.96
2011-07-13,20,40,20,15,134501,32383,102118,0,None,0,0,None,Fever,26907,Internet,43969,6,Stable,0.75,6725.05,5105.9
2000-09-17,32,73,32,15,69650,75406,-5756,0,None,0,0,None,Diarrhea,101,Electricity,45578,3,Check food/donations,0.47,2176.56,-179.88
2011-04-13,32,88,32,24,126064,98294,27770,0,None,0,0,None,Fever,2044,Gas,11592,4,Stable,0.75,3939.5,867.81
2009-02-02,33,48,33,22,27206,72807,-45601,0,None,0,0,None,None,0,Gas,26058,7,Check food/donations,0.67,824.42,-1381.85
2016-03-24,68,36,68,26,61644,104793,-43149,32,Vegetables,32,53376,None,None,0,Water,34387,7,Check food/donations,0.38,906.53,-634.54
2009-02-02,84,91,84,10,57321,63415,-6094,0,None,0,0,Fire,Flu,4602,Internet,22168,9,Check food/donations,0.12,682.39,-72.55
2007-06-08,36,51,36,21,46944,95042,-48098,0,None,0,0,None,None,0,Electricity,42499,8,Check food/donations,0.58,1304.0,-1336.06
